name,url,price,availability,num_reviews,rating,category,img_url
"
                
    Procesor Amd Ryzen 5 5600G, 3,9 GHz (16MB L2 si L3), AM4, 6 nuclee, Tray
            ",https://www.emag.ro/procesor-amd-ryzen-5-5600g-3-9-ghz-16mb-l2-si-l3-am4-6-nuclee-tray-3540260192819/pd/DQCHYVMBM/,703,True,,,Componente PC,https://s13emagst.akamaized.net/products/45324/45323326/images/res_ce912fbf32de11cf6bc81dfddfdca6f1.jpg
"
                
    Procesor, Intel, Core i7-13700K 30 MB Smart Cache (CM8071504820705)
            ",https://www.emag.ro/procesor-intel-core-i7-13700k-30-mb-smart-cache-cm8071504820705/pd/DSHRF6MBM/,1.845,True,,,Componente PC,https://s13emagst.akamaized.net/products/54036/54035466/images/res_7da548742172003d80473ca5107930e1.png
"
                
    Procesor AMD Ryzen 5 1600, 3.2 GHz, 16MB, Socket AM4
            ",https://www.emag.ro/procesor-amd-ryzen-5-1600-3-2-ghz-16mb-socket-am4-yd1600bbaebox/pd/DX3Z57BBM/,634,True,(37 de review-uri),"
            4.95
            ",Componente PC,https://s13emagst.akamaized.net/products/5414/5413419/images/res_e058e84cc16e0c0bc182d264a7b475f3.jpg
"
                
    Procesor Intel Core i5-10400F 2.9GHz Tray
            ",https://www.emag.ro/procesor-intel-core-i5-10400f-2-9ghz-tray-cm8070104290716/pd/D21LH6MBM/,565,True,,,Componente PC,https://s13emagst.akamaized.net/products/53913/53912817/images/res_b91b183c462c0e86a9f3b29d6075daa7.jpg
"
                
    Procesor AMD 100-000000146 Ryzen 7 4700G, 3.6GHz, 8 MB
            ",https://www.emag.ro/procesor-amd-100-000000146-ryzen-7-4700g-3-6ghz-8-mb-8935802/pd/D3BZTSMBM/,1.223,True,,,Componente PC,https://s13emagst.akamaized.net/products/44559/44558690/images/res_ba7bfd26ea0f0183811fb96586def669.jpg
"
                
    Procesor, AMD, Ryzen 7 Tray 5700X 3.4GHz MAX Boost 4,6GHz 8xCore, 36MB, 65W
            ",https://www.emag.ro/procesor-amd-ryzen-7-tray-5700x-3-4ghz-max-boost-4-6ghz-8xcore-36mb-65w-100-000000926/pd/DMFSHMYBM/,1.051,True,,,Componente PC,https://s13emagst.akamaized.net/products/58527/58526327/images/res_97201d71f54424e493597dfc98edc761.png
"
                
    Procesor Intel Raptor Lake Refresh, Core i9 14900K 3.2GHz editie tray
            ",https://www.emag.ro/procesor-intel-raptor-lake-refresh-core-i9-14900k-3-2ghz-editie-tray-cm8071505094017/pd/D7VM5XYBM/,2.999,True,,,Componente PC,https://s13emagst.akamaized.net/products/70041/70040165/images/res_47cfcf711a60459df23c64a6bd2529af.png
"
                
    Procesor Intel Core i7-77002, socket 1151, 4 C / 8 T, 3.60 GHz - 4.20 GHz, 8 MB cache, 65 W
            ",https://www.emag.ro/procesor-intel-core-i7-77002-socket-1151-4-c-8-t-3-60-ghz-4-20-ghz-8-mb-cache-65-w-cm8067702868314/pd/D0VLNWMBM/,1.890,True,,,Componente PC,https://s13emagst.akamaized.net/products/56624/56623649/images/res_2a6063daa998f8110534c467986d9a68.jpg
"
                
    Procesor Intel® Core™ i7-8700 Coffee Lake, 3.2GHz, 12MB, Socket 1151 - Chipset seria 300, BOX
            ",https://www.emag.ro/procesor-intelr-coretm-i7-8700-coffee-lake-3-2ghz-12mb-socket-1151-chipset-seria-300-box-bx80684i78700/pd/DJBZCNBBM/,1.715,True,(24 de review-uri),"
            4.71
            ",Componente PC,https://s13emagst.akamaized.net/products/8929/8928667/images/res_3b91a6b77d1327d22526d10d3885ecdb.jpg
"
                
    Procesor Intel CM8071504553828 Core i7-12700K, 3,6 GHz, 25 MB
            ",https://www.emag.ro/procesor-intel-cm8071504553828-core-i7-12700k-3-6-ghz-25-mb-9496678/pd/D6WLTSMBM/,1.597,True,,,Componente PC,https://s13emagst.akamaized.net/products/44559/44558680/images/res_30d3d31959fa1b108221662769548eeb.jpg
"
                
    Procesor Intel Core i5-11500, socket 1200, 6 C / 12 T, 2.70 GHz - 4.60 GHz, 12 MB cache, 65 W
            ",https://www.emag.ro/procesor-intel-core-i5-11500-socket-1200-6-c-12-t-2-70-ghz-4-60-ghz-12-mb-cache-65-w-cm8070804496809/pd/DGSLNWMBM/,905,True,,,Componente PC,https://s13emagst.akamaized.net/products/56624/56623637/images/res_f0e040bddad36c66e351c9e8a4e00e36.jpg
"
                
    Procesor Intel CM8070104282136 Core i5-10600KF, 4,1 GHz, 12 MB, OEM
            ",https://www.emag.ro/procesor-intel-cm8070104282136-core-i5-10600kf-4-1-ghz-12-mb-oem-7173888/pd/DTRVLJMBM/,576,True,,,Componente PC,https://s13emagst.akamaized.net/products/54316/54315683/images/res_aa707e272ae83deb97bd5a551e93ed7f.png
"
                
    Procesor Intel® Core™ i9-14900, pana la 5.8 GHz turbo, 36MB L3, Socket LGA1700, Intel® UHD Graphics 770
            ",https://www.emag.ro/procesor-intelr-coretm-i9-14900-pana-la-5-8-ghz-turbo-36mb-l3-socket-lga1700-intelr-uhd-graphics-770-bx8071514900/pd/DB6MCKYBM/,3.799,True,,,Componente PC,https://s13emagst.akamaized.net/products/65245/65244088/images/res_fb65a73e00c4255bc23c2ba9de0a9290.jpg
"
                
    Procesor Intel Core i9-14900, socket 1700, 24 C / 32 T, 2.00 GHz - 5.80 GHz, 36 MB cache, 65 W
            ",https://www.emag.ro/procesor-intel-core-i9-14900-socket-1700-24-c-32-t-2-00-ghz-5-80-ghz-36-mb-cache-65-w-bx8071514900srn3v/pd/D6QM2NYBM/,3.717,True,,,Componente PC,https://s13emagst.akamaized.net/products/65691/65690887/images/res_c06c5a039fc0c53bfc23e1c2ab258afd.jpg
"
                
    Procesor, Intel Core i7, 3.6 GHz
            ",https://www.emag.ro/procesor-intel-core-i7-3-6-ghz-cm8070804488630/pd/DQDD6BYBM/,1.501,True,,,Componente PC,https://s13emagst.akamaized.net/products/58069/58068635/images/res_0b9a4ae68218074555a5cd98bae36b31.png
"
                
    Procesor Intel Core i7-9700, socket 1151, 8 C / 8 T, 3.00 GHz - 4.70 GHz, 12 MB cache, 65 W
            ",https://www.emag.ro/procesor-intel-core-i7-9700-socket-1151-8-c-8-t-3-00-ghz-4-70-ghz-12-mb-cache-65-w-cm8068403874521/pd/D249K6MBM/, 1.927,True,,,Componente PC,https://s13emagst.akamaized.net/products/53817/53816593/images/res_5c9165220e114d47513f1ab811825324.jpg
"
                
    Procesor Intel Core i9-14900KF, socket 1700, 20 C / 28 T, 2.50 GHz - 5.60 GHz, 33 MB cache, 125 W
            ",https://www.emag.ro/procesor-intel-core-i9-14900kf-socket-1700-20-c-28-t-2-50-ghz-5-60-ghz-33-mb-cache-125-w-bx8071514900kfsrn49/pd/DD3GW7YBM/,3.288,True,,,Componente PC,https://s13emagst.akamaized.net/products/62798/62797605/images/res_b84d4b78c0c854f63ba6eb2ba97aa69b.jpg
"
                
    Procesor Intel Core i9-14900K, socket 1700, 24 C / 32 T, 2.40 GHz - 5.80 GHz, 32 MB cache, 125 W
            ",https://www.emag.ro/procesor-intel-core-i9-14900k-socket-1700-24-c-32-t-2-40-ghz-5-80-ghz-32-mb-cache-125-w-bx8071514900ksrn48/pd/D23GW7YBM/,3.736,True,,,Componente PC,https://s13emagst.akamaized.net/products/62798/62797603/images/res_58ec7459b7da0a6fb4ef9b94788dbbc3.jpg
"
                
    Procesor Intel Core™ i3-7100, 3.90Ghz Kaby Lake, 3MB, Socket 1151, Tray, fara cooler
            ",https://www.emag.ro/procesor-intel-coretm-i3-7100-3-90ghz-kaby-lake-3mb-socket-1151-tray-fara-cooler-cm8067703014612/pd/D4CSJ9MBM/,355,True,,,Componente PC,https://s13emagst.akamaized.net/products/42053/42052077/images/res_d834cdb0d62f7a943fdd73163340784d.jpg
"
                
    Procesor Intel Core i5-10600K, socket 1200, 6 C / 12 T, 4.10 GHz - 4.80 GHz, 12 MB cache, 95 W
            ",https://www.emag.ro/procesor-intel-core-i5-10600k-socket-1200-6-c-12-t-4-10-ghz-4-80-ghz-12-mb-cache-95-w-bx8070110600ksrh6r/pd/D7VLNWMBM/,1.138,True,,,Componente PC,https://s13emagst.akamaized.net/products/56624/56623644/images/res_b7b58d983dec18cfd8d63f4535e0636e.jpg
"
                
    Procesor Intel Core i5-6600 Tray, 3.9 GHz Turbo, Socket 1151, Fara Cooler
            ",https://www.emag.ro/procesor-intel-core-i5-6600-tray-3-9-ghz-turbo-socket-1151-fara-cooler-intelcore-i5-6600-tray/pd/D3GKKFMBM/,649,True,,,Componente PC,https://s13emagst.akamaized.net/products/42729/42728882/images/res_4f0f0a3fe71b7dcdf704529a9ee179ce.jpg
"
                
    Procesor Intel® Core™ i5-14400, pana la 4.7 GHz turbo, 20MB L3, Socket LGA1700, Intel® UHD Graphics 730
            ",https://www.emag.ro/procesor-intelr-coretm-i5-14400-pana-la-4-7-ghz-turbo-20mb-l3-socket-lga1700-intelr-uhd-graphics-730-bx8071514400/pd/D26MCKYBM/,1.502,True,,,Componente PC,https://s13emagst.akamaized.net/products/65245/65244090/images/res_4e719489851b33b9e5cc637bd3069fb5.jpg
"
                
    Procesor AMD FX X8 8350, 4 GHz, 16MB, socket AM3+, Box
            ",https://www.emag.ro/procesor-amd-fx-x8-8350-4-ghz-16mb-socket-am3-box-fd8350frhkbox/pd/ESK4KBBBM/,310,True,(151 de review-uri),"
            4.77
            ",Componente PC,https://s13emagst.akamaized.net/products/40/39334/images/res_7304776b5ece3aacbbecc5df000dd32b.jpg
"
                
    Procesor Intel CM8068403358819 Core i5-9400F, 2,9 GHz, 9 MB
            ",https://www.emag.ro/procesor-intel-cm8068403358819-core-i5-9400f-2-9-ghz-9-mb-5955268/pd/DDBZTSMBM/,665,True,,,Componente PC,https://s13emagst.akamaized.net/products/44050/44049173/images/res_44690dc2b72553e2ac6e1392824093dd.jpg
"
                
    Procesor Intel® Core™ i9-14900F, pana la 5.8 GHz turbo, 36MB L3, Socket LGA1700, fara video integrat
            ",https://www.emag.ro/procesor-intelr-coretm-i9-14900f-pana-la-5-8-ghz-turbo-36mb-l3-socket-lga1700-fara-video-integrat-bx8071514900f/pd/DG5MCKYBM/,2.969,True,,,Componente PC,https://s13emagst.akamaized.net/products/65245/65244086/images/res_c3016d3cd744750a80fcc92d28d067d3.jpg
"
                
    Procesor AMD 100-100000255MPK Ryzen 5 PRO 5650G, 3.9GHz, 16 MB, MPK
            ",https://www.emag.ro/procesor-amd-ryzen-5-pro-5650g-3-9ghz-16-mb-mpk-100-100000255mpk/pd/DM66BZMBM/,1.620,True,,,Componente PC,https://s13emagst.akamaized.net/products/48974/48973398/images/res_045ab62164d8019503e19fc07cb467cf.jpg
"
                
    Procesor AMD Ryzen 5 3600, socket AM4, 6 C / 12 T, 3.6 GHz - 4.20 GHz, 32 MB cache, 65 W
            ",https://www.emag.ro/procesor-amd-ryzen-5-3600-socket-am4-6-c-12-t-3-6-ghz-4-20-ghz-32-mb-cache-65-w-100-000000031/pd/DF6DSYYBM/,567,True,,,Componente PC,https://s13emagst.akamaized.net/products/59619/59618409/images/res_a97ff4fb01433799063c6f30cfc9e4de.jpg
"
                
    Procesor AMD Ryzen Threadripper PRO 5955WX 4.00GHz, Socket sWRX8, Box
            ",https://www.emag.ro/procesor-amd-ryzen-threadripper-pro-5955wx-4-00ghz-socket-swrx8-box-100-100000447wof/pd/D4STQZMBM/,6.281,True,,,Componente PC,https://s13emagst.akamaized.net/products/49669/49668870/images/res_4e0020aef02f71d324f074fad1f922f9.jpg
"
                
    Procesor Intel Core i7-10700K 3.80GHz, Socket 1200, Tray
            ",https://www.emag.ro/procesor-intel-core-i7-10700k-3-80ghz-socket-1200-tray-cm8070104282436/pd/D67BRJMBM/,1.410,True,(1 review),"
            5.00
            ",Componente PC,https://s13emagst.akamaized.net/products/53913/53912824/images/res_349917d501afea241344ff71a68b71f6.png
"
                
    Procesor AMD A8-9600 Tray, 3.4 GHz Turbo, Socket AM4, Fara Cooler
            ",https://www.emag.ro/procesor-amd-a8-9600-tray-3-4-ghz-turbo-socket-am4-fara-cooler-ad9600agm44ab/pd/DBGKKFMBM/,259,True,,,Componente PC,https://s13emagst.akamaized.net/products/42729/42728881/images/res_93a632839bd11f218ab92e400d8339e3.jpg
"
                
    Procesor Intel Core i5-14400F, socket 1700, 10 C / 16 T, 2.50 GHz - 4.70 GHz, 20 MB cache, 65 W
            ",https://www.emag.ro/procesor-intel-core-i5-14400f-socket-1700-10-c-16-t-2-50-ghz-4-70-ghz-20-mb-cache-65-w-bx8071514400fsrn3r/pd/DSLCGKYBM/,1.332,True,,,Componente PC,https://s13emagst.akamaized.net/products/65531/65530297/images/res_6d55c45a7a549a8971d3fab204ec34fd.jpg
"
                
    Procesor, Intel Core i5-11600KF, 3.9 GHz, 12 MB, 6 nuclee, 125 W, 3200 MHz
            ",https://www.emag.ro/procesor-intel-core-i5-11600kf-3-9-ghz-12-mb-6-nuclee-125-w-3200-mhz-8592978316006/pd/DZ8YV7YBM/,750,True,,,Componente PC,https://s13emagst.akamaized.net/products/62415/62414533/images/res_c97e74baebee8114bd458dc71d989365.jpg
"
                
    Procesor Intel® Core™ i9-13900F, 2.0GHz, 36MB, LGA1700 Box
            ",https://www.emag.ro/procesor-intelr-coretm-i9-13900f-2-0ghz-36mb-lga1700-box-bx8071513900f/pd/DX8HPRMBM/,2.929,True,,,Componente PC,https://s13emagst.akamaized.net/products/52087/52086120/images/res_c5a20c0b9acdbc1355731b75f036a99c.jpg
"
                
    Procesor Intel® Core™ i7-10700KF Comet Lake, 3.8GHz, 16MB, fara grafica integrata, Socket 1200
            ",https://www.emag.ro/procesor-intelr-coretm-i7-10700kf-comet-lake-3-8ghz-16mb-fara-grafica-integrata-socket-1200-bx8070110700kf/pd/D3YT6MMBM/,1.250,True,(159 de review-uri),"
            4.93
            ",Componente PC,https://s13emagst.akamaized.net/products/30364/30363821/images/res_b7753a9bc96f2e991f6807e07ca35e33.jpg
"
                
    Procesor AMD Ryzen™ 7 5700, 20MB, up to 4.6GHz Max Boost, Socket AM4, Wraith Stealth cooler
            ",https://www.emag.ro/procesor-amd-ryzentm-7-5700-20mb-up-to-4-6ghz-max-boost-socket-am4-wraith-stealth-cooler-100-100000743box/pd/D0CJDKYBM/,779,True,,,Componente PC,https://s13emagst.akamaized.net/products/64842/64841222/images/res_eeeb7d890f158e39fe31f5e79e33bd8b.jpg
"
                
    Procesor AMD Ryzen™ 7 8700G, 24MB, up to 5.1GHz Max Boost, Socket AM5, Radeon™ Graphics 780M, Wraith SPIRE cooler
            ",https://www.emag.ro/procesor-amd-ryzentm-7-8700g-24mb-up-to-5-1ghz-max-boost-socket-am5-radeontm-graphics-780m-wraith-spire-cooler-100-100001236box/pd/DKCJDKYBM/,1.749,True,(2 review-uri),"
            5.00
            ",Componente PC,https://s13emagst.akamaized.net/products/64842/64841220/images/res_0a7917210d32ceba689c09b6d8fe0074.jpg
"
                
    Procesor AMD Ryzen™ 5 8500G, 22MB, up to 5.0GHz Max Boost, Socket AM5, Radeon™ Graphics 740M, Wraith Stealth cooler
            ",https://www.emag.ro/procesor-amd-ryzentm-5-8500g-22mb-up-to-5-0ghz-max-boost-socket-am5-radeontm-graphics-740m-wraith-stealth-cooler-100-100000931box/pd/DPCJDKYBM/,949,True,,,Componente PC,https://s13emagst.akamaized.net/products/64842/64841224/images/res_bfc2269a5a6a45d59f085fd336550dc5.jpg
"
                
    Procesor AMD Ryzen™ 7 5700X3D, 100MB, up to 4.1GHz Max Boost, Socket AM4
            ",https://www.emag.ro/procesor-amd-ryzentm-7-5700x3d-100mb-up-to-4-1ghz-max-boost-socket-am4-100-100001503wof/pd/DNCJDKYBM/,1.476,True,(1 review),"
            5.00
            ",Componente PC,https://s13emagst.akamaized.net/products/44538/44537552/images/res_24a5c09853c4c35b1716d83c5c5c6882.jpg
"
                
    Procesor AMD Ryzen™ 7 5700G, 20MB, 3.8GHz, Socket AM4, Wraith Stealth
            ",https://www.emag.ro/procesor-amd-ryzentm-7-5700g-20mb-3-8ghz-socket-am4-wraith-stealth-100-100000263box/pd/DSQSRHMBM/,1.080,True,(27 de review-uri),"
            4.93
            ",Componente PC,https://s13emagst.akamaized.net/products/39550/39549755/images/res_f16673353051f21c8bf3d2f96e1e010a.jpg
"
                
    Procesor AMD Ryzen™ 5 4600G, 4.2GHz, 11MB, socket AM4, Box, Radeon Graphics
            ",https://www.emag.ro/procesor-amd-ryzentm-5-4600g-4-2ghz-11mb-socket-am4-box-radeon-graphics-100-100000147box/pd/D107Z4MBM/,495,True,(16 review-uri),"
            5.00
            ",Componente PC,https://s13emagst.akamaized.net/products/46837/46836590/images/res_7e2f85f515d30255989d77ca3c5332cb.jpg
"
                
    Procesor Intel® Core™ i9-14900K, pana la 6.0 GHz turbo, 36MB, Socket LGA1700, Intel® UHD Graphics 770
            ",https://www.emag.ro/procesor-intelr-coretm-i9-14900k-pana-la-6-0-ghz-turbo-36mb-socket-lga1700-intelr-uhd-graphics-770-bx8071514900k/pd/DFH937YBM/,3.149,True,(10 review-uri),"
            5.00
            ",Componente PC,https://s13emagst.akamaized.net/products/61980/61979090/images/res_337544077aa67b6f37d3c48cc0a18e5e.jpg
"
                
    Procesor AMD Ryzen™ 9 5950X, 72MB, 4.9GHz, Socket AM4
            ",https://www.emag.ro/procesor-amd-ryzentm-9-5950x-72mb-4-9ghz-socket-am4-100-100000059wof/pd/DGRC37MBM/,2.094,True,(19 review-uri),"
            4.79
            ",Componente PC,https://s13emagst.akamaized.net/products/33357/33356153/images/res_5095597bfdfbe414b374bdb45cde4050.jpg
"
                
    Procesor AMD Ryzen™ 9 7900X, 76MB, 4.7/5.6GHz Max Boost, Socket AM5, Radeon Graphics
            ",https://www.emag.ro/procesor-amd-ryzentm-9-7900x-76mb-4-7-5-6ghz-max-boost-socket-am5-radeon-graphics-100-100000589wof/pd/D44RPLMBM/,2.206,True,(7 review-uri),"
            4.57
            ",Componente PC,https://s13emagst.akamaized.net/products/48406/48405216/images/res_00220d69fba0ae500ae9429158d2b535.jpg
"
                
    Procesor AMD Ryzen™ 5 5600X, 35MB, 4.6GHz, Wraith Stealth
            ",https://www.emag.ro/procesor-amd-ryzentm-5-5600x-35mb-4-6ghz-wraith-stealth-100-100000065box/pd/DM5C37MBM/,848,True,(149 de review-uri),"
            4.93
            ",Componente PC,https://s13emagst.akamaized.net/products/33357/33356156/images/res_d9ff1a1c7b4211edab2dcdf5bafe7121.jpg
"
                
    Procesor AMD Ryzen™ 9 7900, 76MB, 3.7/5.4GHz Boost, Socket AM5, Radeon Graphics
            ",https://www.emag.ro/procesor-amd-ryzentm-9-7900-76mb-3-7-5-4ghz-boost-socket-am5-radeon-graphics-100-100000590box/pd/DTZQPRMBM/,2.179,True,(6 review-uri),"
            5.00
            ",Componente PC,https://s13emagst.akamaized.net/products/52099/52098421/images/res_7b83f0c3ee6a62dcdee09ab46c7554f0.jpg
"
                
    Procesor AMD Ryzen™ 9 5900X, 70MB, 4.8GHz, Socket AM4
            ",https://www.emag.ro/procesor-amd-ryzentm-9-5900x-70mb-4-8ghz-socket-am4-100-100000061wof/pd/DWRC37MBM/,1.617,True,(54 de review-uri),"
            4.59
            ",Componente PC,https://s13emagst.akamaized.net/products/33357/33356153/images/res_5095597bfdfbe414b374bdb45cde4050.jpg
"
                
    Procesor Intel® Core™ i7-14700KF, pana la 5.6 GHz turbo, 33MB, Socket LGA1700, fara video integrat
            ",https://www.emag.ro/procesor-intelr-coretm-i7-14700kf-pana-la-5-6-ghz-turbo-33mb-socket-lga1700-fara-video-integrat-bx8071514700kf/pd/DVH937YBM/,2.139,True,(10 review-uri),"
            5.00
            ",Componente PC,https://s13emagst.akamaized.net/products/61980/61979093/images/res_b4d137144445ace34b03e0b7116186c6.jpg
"
                
    Procesor AMD Ryzen™ 7 5700X, 36MB, 4.6GHz, Socket AM4
            ",https://www.emag.ro/procesor-amd-ryzentm-7-5700x-36mb-4-6ghz-socket-am4-100-100000926wof/pd/DDX76SMBM/,1.015,True,(35 de review-uri),"
            4.77
            ",Componente PC,https://s13emagst.akamaized.net/products/45139/45138579/images/res_a3237c9235027f211666dcf196ebd9b7.jpg
"
                
    Procesor AMD Ryzen™ 9 7950X3D, 144MB, 4.5/5.7GHz Max Boost, Socket AM5, Radeon Graphic
            ",https://www.emag.ro/procesor-amd-ryzentm-9-7950x3d-144mb-4-5-5-7ghz-max-boost-socket-am5-radeon-graphic-100-100000908wof/pd/D8NDH6MBM/,3.531,True,(5 review-uri),"
            5.00
            ",Componente PC,https://s13emagst.akamaized.net/products/53898/53897992/images/res_73dd7c7ec8faab155c232258b9b26eea.jpg
"
                
    Procesor AMD Ryzen™ 5 7600, 38MB, 3.8/5.1GHz Boost, Socket AM5, Radeon Graphics
            ",https://www.emag.ro/procesor-amd-ryzentm-5-7600-38mb-3-8-5-1ghz-boost-socket-am5-radeon-graphics-100-100001015box/pd/DKZQPRMBM/,1.071,True,(14 review-uri),"
            4.79
            ",Componente PC,https://s13emagst.akamaized.net/products/52099/52098422/images/res_ac414bd124ed671670631b7da5b376a2.jpg
"
                
    Procesor AMD Ryzen™ 5 3600, 35MB, 4.2 GHz cu Wraith Stealth cooler
            ",https://www.emag.ro/procesor-amd-ryzentm-5-3600-35mb-4-2-ghz-cu-wraith-stealth-cooler-100-100000031box/pd/DGY10RBBM/,399,True,(157 de review-uri),"
            4.87
            ",Componente PC,https://s13emagst.akamaized.net/products/23409/23408129/images/res_9a455439b20125180be81399d8aa1cd8.jpg
"
                
    Procesor AMD Ryzen™ 9 7900X3D, 140MB, 4.7/5.6GHz Max Boost, Socket AM5, Radeon Graphics
            ",https://www.emag.ro/procesor-amd-ryzentm-9-7900x3d-140mb-4-7-5-6ghz-max-boost-socket-am5-radeon-graphics-100-100000909wof/pd/DVJDH6MBM/,2.617,True,(3 review-uri),"
            5.00
            ",Componente PC,https://s13emagst.akamaized.net/products/53898/53897992/images/res_73dd7c7ec8faab155c232258b9b26eea.jpg
"
                
    Procesor AMD Ryzen™ 5 7600X, 38MB, 4.7/5.3GHz Boost, Socket AM5, Radeon Graphics
            ",https://www.emag.ro/procesor-amd-ryzentm-5-7600x-38mb-4-7-5-3ghz-boost-socket-am5-radeon-graphics-100-100000593wof/pd/DL4RPLMBM/,1.239,True,(12 review-uri),"
            4.50
            ",Componente PC,https://s13emagst.akamaized.net/products/48406/48405219/images/res_6debe4f54c8bb0e384988eb901685df7.jpg
